shared_eligible_queries,both_positive_count,both_positive_mean_qa_f1,both_positive_qa_positive_rate,both_positive_qa_strong_rate,lhs_only_count,lhs_only_mean_qa_f1,lhs_only_qa_positive_rate,lhs_only_qa_strong_rate,rhs_only_count,rhs_only_mean_qa_f1,rhs_only_qa_positive_rate,rhs_only_qa_strong_rate,both_negative_count,both_negative_mean_qa_f1,both_negative_qa_positive_rate,both_negative_qa_strong_rate,rhs_minus_lhs_mean_qa_f1,rhs_minus_lhs_qa_positive_rate,rhs_minus_lhs_qa_strong_rate,dataset,run_id,system_label,parser_max_facts,lhs_mode,rhs_mode,lhs_label,rhs_label,metric_key,metric_label
332,231,0.06549865674022289,0.29004329004329005,0.03463203463203463,8,0.03606951871657754,0.375,0.0,70,0.05784267584893448,0.45714285714285713,0.0,23,0.03817349698356564,0.13043478260869565,0.043478260869565216,0.02177315713235694,0.08214285714285713,0.0,LongMemEval-S,20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16,ollama / all-minilm,5,raw_turn,canonical,Raw,Canonical,hit_at_k,Hit@K
332,0,,,,0,,,,129,0.06447093619407647,0.29457364341085274,0.023255813953488372,203,0.059256023781949094,0.33004926108374383,0.029556650246305417,,,,LongMemEval-S,20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16,ollama / all-minilm,5,raw_turn,canonical,Raw,Canonical,top1,Top1
332,301,0.06371819606783023,0.3289036544850498,0.026578073089700997,8,0.03606951871657754,0.375,0.0,0,,,,23,0.03817349698356564,0.13043478260869565,0.043478260869565216,,,,LongMemEval-S,20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16,ollama / all-minilm,5,source_family,canonical,Source,Canonical,hit_at_k,Hit@K
332,129,0.06447093619407647,0.29457364341085274,0.023255813953488372,0,,,,0,,,,203,0.059256023781949094,0.33004926108374383,0.029556650246305417,,,,LongMemEval-S,20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16,ollama / all-minilm,5,source_family,canonical,Source,Canonical,top1,Top1
439,272,0.060705396440946705,0.35661764705882354,0.01838235294117647,0,,,,62,0.05839628008572441,0.4032258064516129,0.0,105,0.029202933254291037,0.1523809523809524,0.02857142857142857,,,,LongMemEval-S,20260314T013728Z_longmemeval_s_ollama_bge_m3_full,ollama / bge-m3,5,raw_turn,source_family,Raw,Source,hit_at_k,Hit@K
439,0,,,,0,,,,112,0.06615456562781706,0.32142857142857145,0.017857142857142856,327,0.048285730393386746,0.3119266055045872,0.01834862385321101,,,,LongMemEval-S,20260314T013728Z_longmemeval_s_ollama_bge_m3_full,ollama / bge-m3,5,raw_turn,source_family,Raw,Source,top1,Top1
299,214,0.06124621885952536,0.3177570093457944,0.02336448598130841,5,0.047058823529411764,0.4,0.0,62,0.05839628008572441,0.4032258064516129,0.0,18,0.0,0.0,0.0,0.011337456556312644,0.003225806451612856,0.0,LongMemEval-S,20260314T013728Z_longmemeval_s_ollama_bge_m3_full,ollama / bge-m3,5,raw_turn,canonical,Raw,Canonical,hit_at_k,Hit@K
299,0,,,,0,,,,112,0.06615456562781706,0.32142857142857145,0.017857142857142856,187,0.051086860794571594,0.3155080213903743,0.016042780748663103,,,,LongMemEval-S,20260314T013728Z_longmemeval_s_ollama_bge_m3_full,ollama / bge-m3,5,raw_turn,canonical,Raw,Canonical,top1,Top1
299,276,0.060606015221932395,0.33695652173913043,0.018115942028985508,5,0.047058823529411764,0.4,0.0,0,,,,18,0.0,0.0,0.0,,,,LongMemEval-S,20260314T013728Z_longmemeval_s_ollama_bge_m3_full,ollama / bge-m3,5,source_family,canonical,Source,Canonical,hit_at_k,Hit@K
299,112,0.06615456562781706,0.32142857142857145,0.017857142857142856,0,,,,0,,,,187,0.051086860794571594,0.3155080213903743,0.016042780748663103,,,,LongMemEval-S,20260314T013728Z_longmemeval_s_ollama_bge_m3_full,ollama / bge-m3,5,source_family,canonical,Source,Canonical,top1,Top1
470,197,0.07067026974960892,0.3147208121827411,0.02030456852791878,0,,,,130,0.05895163110029006,0.3923076923076923,0.015384615384615385,143,0.03945618691822632,0.23776223776223776,0.03496503496503497,,,,LongMemEval-S,20260314T201109Z_longmemeval_s_ollama_mxbai_full,ollama / mxbai-embed-large,5,raw_turn,source_family,Raw,Source,hit_at_k,Hit@K
470,0,,,,0,,,,152,0.06443473613073458,0.29605263157894735,0.013157894736842105,318,0.05482361641869614,0.32075471698113206,0.02830188679245283,,,,LongMemEval-S,20260314T201109Z_longmemeval_s_ollama_mxbai_full,ollama / mxbai-embed-large,5,raw_turn,source_family,Raw,Source,top1,Top1
332,181,0.07184199763133643,0.30939226519337015,0.022099447513812154,1,0.0,0.0,0.0,130,0.05895163110029006,0.3923076923076923,0.015384615384615385,20,0.0351010101010101,0.15,0.05,0.05895163110029006,0.3923076923076923,0.015384615384615385,LongMemEval-S,20260314T201109Z_longmemeval_s_ollama_mxbai_full,ollama / mxbai-embed-large,5,raw_turn,canonical,Raw,Canonical,hit_at_k,Hit@K
332,0,,,,0,,,,152,0.06443473613073458,0.29605263157894735,0.013157894736842105,180,0.0643058551358786,0.3611111111111111,0.027777777777777776,,,,LongMemEval-S,20260314T201109Z_longmemeval_s_ollama_mxbai_full,ollama / mxbai-embed-large,5,raw_turn,canonical,Raw,Canonical,top1,Top1
332,311,0.06645374152511126,0.3440514469453376,0.01929260450160772,1,0.0,0.0,0.0,0,,,,20,0.0351010101010101,0.15,0.05,,,,LongMemEval-S,20260314T201109Z_longmemeval_s_ollama_mxbai_full,ollama / mxbai-embed-large,5,source_family,canonical,Source,Canonical,hit_at_k,Hit@K
